OBJECTID_1,FID_neighbourhoods_polygon,neighbourh,text,created,Description,longitude,latitude,hashtag,statusSour
618,5,Centrum-West,Turning 30 in Amsterdam #totallyspoiled #30thbirthday #cyclingtour #amsterdam #holland #amsterdamcycling… https://t.co/H8l4oOs6Wq,2019-06-24,tourist,4.9001,52.3777,holland,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
719,5,Centrum-West,Night in Amsterdam #amsterdam #goodnight #holland #netherland #positivevibes @ Amsterdam Cruise Port https://t.co/biieZc1u5x,2019-06-17,tourist,4.8955998,52.3815918,holland,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
738,17,Bos en Lommer,"I AMsterdam

#mattiapoliphotographer #amsterdam<U+0001F1F3><U+0001F1F1> #holland<U+0001F1F3><U+0001F1F1> #sempreinviaggio<U+2708> #streetphotogrqphy #canon<U+0001F4F7>… https://t.co/nZ5HPGt1OL",2019-06-18,tourist,4.8557071,52.38226084,holland,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
771,3,Oud-Noord,#amsterdam #europe #holland en A'DAM Lookout https://t.co/ibOr8QLuIy,2019-06-15,tourist,4.90288,52.38421,holland,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
99,19,Slotervaart,"Revisitando antiguos #proyectos. Hoy el segundo @PortoMarinaNL en #amsterdam #iamsterdam. #faqeuropeantour
.
.… https://t.co/UzzjbNBR9r",2019-06-19,tourist,4.82684707,52.35640295,iamsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
702,5,Centrum-West,"AmsterDAMN  good weekend <U+0001F337><U+0001F51E><U+26F5><U+0001F490><U+0001F1F3><U+0001F1F1><U+0001F4AF><U+0001F6B2><U+0001F688>

<U+25AB><U+FE0F><U+25AA><U+FE0F><U+25AB><U+FE0F><U+25AA><U+FE0F><U+25AB><U+FE0F><U+25AA><U+FE0F><U+25AB><U+FE0F><U+25AA><",2019-06-17,tourist,4.9001,52.3777,iamsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
703,5,Centrum-West,"Hello Amsterdam #love #this #city #iamsterdam #canals #travel em Amsterdam, Netherlands https://t.co/OtakgvGbjc",2019-06-16,tourist,4.9001,52.3777,iamsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
751,17,Bos en Lommer,Epic Amsterdam... great way to spend a friend’s 40th! Until next time #iamsterdam @ Amsterdam Netherland https://t.co/WSC82NhoTh,2019-06-16,tourist,4.8557071,52.38226084,iamsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
775,3,Oud-Noord,I AM STERDAM! #iamsterdam #amsterdam #netherlands em A'DAM Lookout https://t.co/NILmt2wnNk,2019-06-19,tourist,4.90288,52.38421,iamsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
786,3,Oud-Noord,Amsterspam <U+0001F481><U+0001F3FC><U+200D><U+2640><U+FE0F><U+0001F1F3><U+0001F1F1> #amsterdam #iamsterdam @ Amsterdam-Noord https://t.co/4IvufL28OX,2019-06-22,tourist,4.91833,52.39111,iamsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
20,12,Bijlmer-Centrum,Monday 17th June: Amsterdam takethat @GaryBarlow markowenofficial howarddonald #takethat #garybarlow #markowen… https://t.co/9D5HZU9Tn9,2019-06-18,non-tourist,4.94418881,52.31227874,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
21,12,Bijlmer-Centrum,Monday 17th June: Amsterdam takethat @GaryBarlow markowenofficial howarddonald #takethat #garybarlow #markowen… https://t.co/KFBWX98cVh,2019-06-19,non-tourist,4.94418881,52.31227874,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
22,12,Bijlmer-Centrum,Monday 17th June: Amsterdam takethat @GaryBarlow markowenofficial howarddonald #takethat #garybarlow #markowen… https://t.co/9NXNc7UegX,2019-06-19,non-tourist,4.94418881,52.31227874,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
23,12,Bijlmer-Centrum,Monday 17th June: Amsterdam takethat @GaryBarlow markowenofficial howarddonald #takethat #garybarlow #markowen… https://t.co/RXsCXQA4Sm,2019-06-19,non-tourist,4.94418881,52.31227874,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
25,12,Bijlmer-Centrum,"<U+0001F336><U+0001F525>Ziggodome, Amsterdam 2016 #throwback #throwbacks #anthonykiedis #redhotchilipeppers #rhcp #netherlands #concert… https://t.co/MGFsbfgwKU",2019-06-22,non-tourist,4.93797532,52.31353526,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
94,13,De Pijp - Rivierenbuurt,herring... Amsterdam style #albertcuyp #herring #nom #amsterdam #pickles #onions #netherlands @ Albert Cuypmarkt https://t.co/2c5NcmhRhA,2019-06-23,tourist,4.89369924,52.35567748,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
106,14,Zuid,"#3x3 #basketball #worldcup match #USA vs #netherlands last few seconds 
#Amsterdam @ Museumplein, Amsterdam https://t.co/3PGi8z24xZ",2019-06-22,non-tourist,4.88204956,52.35741328,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
113,14,Zuid,"This was taken at the Van Gogh Museum in Amsterdam 2 years ago. No photos allowed ... #oops 
#vangogh #amsterdam… https://t.co/wRbTxiROTN",2019-06-22,tourist,4.88132,52.35793,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
133,14,Zuid,"A spot of Banksy in Amsterdam
#amsterdam #banksy #netherlands #streetart #vscotravel #travelgram #traveldiaries… https://t.co/3qYYO6bxp4",2019-06-25,tourist,4.88218165,52.35875831,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
152,14,Zuid,Rijksmuseum #Amsterdam #Netherlands #travel #explore @ Rijksmuseum https://t.co/tNNrIVu88y,2019-06-16,tourist,4.88538,52.35995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
153,14,Zuid,#amsterdam #rijksmuseum #bartholomeusvanderhelst #peace #munster #netherlands #loveholland #photooftheday #details… https://t.co/g4Gw64WmFI,2019-06-20,tourist,4.88538,52.35995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
154,14,Zuid,"The famous Rijksmuseum. Didn’t have enough time to go inside (or visit any other museums), but that just gives me a… https://t.co/bPG07VcYXZ",2019-06-24,tourist,4.88538,52.35995,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
183,7,Centrum-Oost,#Amsterdam #netherlands #workingmyassoff #openoffice #thisearthlyheavenisenoughforme w: Amsterdam  Canals https://t.co/De5BGCfJBb,2019-06-15,non-tourist,4.88703,52.36076,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
195,16,De Baarsjes - Oud-West,Rare noctilucent clouds over Amsterdam one late night. #netherlands #amsterdam #leidseplein #noctilucentclouds… https://t.co/QzFi87Utiv,2019-06-20,tourist,4.88010825,52.36257081,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
249,7,Centrum-Oost,So. Many. Bikes. But here is a picture of a canal. #Amsterdam #Netherlands #Holland #AmsterdamCanals @ A'dam https://t.co/WIXkrWNYOg,2019-06-24,tourist,4.9,52.36666667,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
252,7,Centrum-Oost,"Rowing on the Amstel #roeien #netherlands #double #rowing #amstel #fillipi @ Amsterdam, Amstel River https://t.co/LgaQDjLmfL",2019-06-16,tourist,4.89906214,52.36740701,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
254,5,Centrum-West,"I feel like eating several times <U+0001F605>

dá vontade de comer várias vezes <U+0001F605>

#netherlands #amsterdam #riodejaneiro… https://t.co/yNUxU463QU",2019-06-16,tourist,4.89162,52.36791,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
327,7,Centrum-Oost,"The central courtyard of Het Scheepvaartmuseum, with its beautiful glazed dome roof.
hetscheepvaartmuseum incredibl… https://t.co/Ck4SBRyv0V",2019-06-18,tourist,4.91437466,52.37163097,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
352,5,Centrum-West,Another view of the Dam Square from the other side. I like this one cos I managed to capture the colored lights in… https://t.co/BOKjBMMW7A,2019-06-20,tourist,4.892778,52.373056,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
353,5,Centrum-West,Kicks still fresh! #DamSquare #amsterdam #netherlands #converse #vacation #friday @ Dam Square https://t.co/8nqd11maYU,2019-06-21,tourist,4.892778,52.373056,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
372,5,Centrum-West,"#amsterdam #vibes .... <U+2764><U+FE0F><U+0001F1F3><U+0001F1F1><U+2615><U+FE0F><U+0001F30D><U+270C><U+0001F3FC>

#holiday #netherlands #design #redlightdistrict #europeanstyle #coffee #igers… https://t.co/oJpqgpHSmB",2019-06-24,tourist,4.89616871,52.37402065,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
387,5,Centrum-West,"Pints. #3G4D
• • • 
#threeguysfourdrinks #Palm #eurolager #eurotrip #beer #beerreview 
#podcast #importbeer… https://t.co/HQM8cwxfL3",2019-06-21,tourist,4.90044,52.37588,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
399,6,Oostelijk Havengebied - Indische Buurt,"#zaanseschans #netherlands 
#travel with me #adechaidir @ Hijau Travel &amp; Tours https://t.co/sg79EwfFvH",2019-06-24,tourist,4.92274,52.37668,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
400,6,Oostelijk Havengebied - Indische Buurt,Here they are. My #guest of #today #walking under the #sun in a #beautiful #village #zaanseschans #netherlands @ Hi… https://t.co/K2tSp9idlb,2019-06-24,tourist,4.92274,52.37668,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
619,5,Centrum-West,"<U+0001F1F3><U+0001F1F1> #amsterdam #netherlands @ Amsterdam, Netherlands https://t.co/XbCn9Z0hlu",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
620,5,Centrum-West,"• amsterdam •
29 / 7 / 2018
.
#Netherlands #Amsterdam #sun #River #Clouds #Instatravel #Summer #A7rii @ Amsterdam,… https://t.co/paGPF5rbLq",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
621,5,Centrum-West,"Final hours of sunlight. #Amsterdam #Netherlands #travel #explore @ Amsterdam, Netherlands https://t.co/cwbcAgSEnv",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
622,5,Centrum-West,"Well, it's Caturday for all you crazy cat people. #amsterdam #netherlands<U+0001F1F3><U+0001F1F1> #catonastoop #cleche? #catsofinstagram… https://t.co/IPVVONNfAy",2019-06-15,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
623,5,Centrum-West,"AMSTERDAM.
.
<U+0001F4F8> Canon Eos 300 +50mm
Film : Kodak Colour Plus 200
.
#amsterdam #netherlands #cheese #travel… https://t.co/pNvPeZXWfQ",2019-06-16,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
624,5,Centrum-West,"Run!

#sign #roadtripping #netherlands #holland @ Amsterdam, Netherlands https://t.co/ZC5UAKCXEo",2019-06-16,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
625,5,Centrum-West,"Series : Amsterdam moves on fiets (bikes). Bike capital of the world, Amsterdam

.

.

.

.

#amsterdamfiets 
nethe… https://t.co/AQURzPkDIc",2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
626,5,Centrum-West,It was a great evening walk. Ps: Tht birdie is not a statue. #indiansinamsterdam #amsterdamlife #amsterdam… https://t.co/ZEem6UkyRZ,2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
627,5,Centrum-West,"Used book store, Amsterdam.
#holland #netherlands #amsterdam #streetsnap #snapshots #europeancity #gr3 #gr #griii… https://t.co/NNxj8FAx01",2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
628,5,Centrum-West,#Amsterdam - what to say about a #city that is so #unique and #wonderful? Do it! That's the simple main message. Yo… https://t.co/OIqiVHwNXJ,2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
629,5,Centrum-West,"Greenery in the shades of the city (2016)
.
.
.
#amsterdam #netherlands #nl #travelphotography #yumsterdam… https://t.co/QkyA0Exbvz",2019-06-17,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
630,5,Centrum-West,Vandaag werkzaam tussen oude authentieke grachtenpanden in Amsterdam #oude #authentieke #grachten #grachtenpanden… https://t.co/9Yg0Xqcoky,2019-06-18,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
631,5,Centrum-West,"<U+0001F3E2>
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#amsterdam #netherlands #dutch #architecture #bluesky #green #triangle… https://t.co/aDNzN7wlPp",2019-06-18,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
632,5,Centrum-West,"#amsterdam<U+0001F1F3><U+0001F1F1> #netherlands @ Amsterdam, Netherlands https://t.co/IcTw21JIQu",2019-06-18,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
633,5,Centrum-West,#film #rollei #rolleiflex #kodak #tmax #russellviers #kookysroadtrip #amsterdam #holland #netherlands #ic_bw #bw… https://t.co/eggYVOlZ0Z,2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
634,5,Centrum-West,Sorry for the typical Amsterdam post <U+0001F648> But it’s just so beautiful <U+0001F60D> #travel #vacation #roadtrip #jetsetlife… https://t.co/CE5wRyCkrR,2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
635,5,Centrum-West,"“Life is short and the world is wide” #tbt #netherlands #amsterdam #eurotrip #travel #takemeback @ Amsterdam, Nethe… https://t.co/5mdjIEkXPG",2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
636,5,Centrum-West,"focus before the servers <U+0001F9D0> #netherlands<U+0001F1F3><U+0001F1F1> #212restaurant #chefstagram #team7 #happy @ Amsterdam, Netherlands https://t.co/7QlNbmVEAV",2019-06-20,non-tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
637,5,Centrum-West,"#amsterdam #netherlands @ Amsterdam, Netherlands https://t.co/kiKHGMfHvy",2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
638,5,Centrum-West,"When there is more than just drama in the skies from AM to PM. Shot on Nikon D7000 nikonnl <U+0001F4F8>
.
.
.
.
.
#photography… https://t.co/KuQ9R3sxEy",2019-06-20,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
639,5,Centrum-West,"Gacha^2 Kingdom.
<U+30AC><U+30C1><U+30E3><U+30AC><U+30C1><U+30E3><U+738B><U+56FD>

#<U+611B><U+30A2><U+30E0><U+30B9><U+30C6><U+30EB><U+30C0><U+30E0> #spuistraat84 #amsterdam #netherlands <U+5834><U+6240>: Amsterdam, Netherlands https://t.co/gft6Rq6lsw",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
640,5,Centrum-West,"Almost 2 years ago<U+0001F1F3><U+0001F1F1>
•10 agosto 2017•
.
.
.
#amsterdam #netherlands #olanda #holanda #holland #thenetherlands #city… https://t.co/eANwYdK53X",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
641,5,Centrum-West,"“Let us always meet each other with smile, for the smile is the beginning of love.”

<U+2764><U+FE0F>

#amsterdamcity… https://t.co/Xd1eUv3DNP",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
642,5,Centrum-West,"Summer in Amsterdam. Circa 2019.

#genduttapihepi #genduttapihepiNL #Amsterdam #Netherlands #shotoniphone… https://t.co/U4otDaqxRu",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
643,5,Centrum-West,"Life’s an adventure. Enjoy the ride. #amsterdam 
Tour suggestion: @Prodigy5010 

________________________… https://t.co/DsZTtvrgT5",2019-06-21,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
644,5,Centrum-West,"Keizersgracht Canal.
.
<U+0001F4CC> Amsterdam, Netherlands.
.
#amsterdam #yumsterdam #dutch #netherlands #holland #netherlands… https://t.co/IpHxv4GKBU",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
645,5,Centrum-West,"Putting the dam in Amsterdam #Amsterdam #Netherlands #travel #solotravel #explore #exploreamsterdam @ Amsterdam, Ne… https://t.co/fu0mwdNIjt",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
646,5,Centrum-West,"<U+0001F4F7><U+0001F4F7>: Agindo naturalmente
.
.
.
.
.
#levis #amsterdam #amsterdamtrip #amstergram #amsterdam<U+0001F1F3><U+0001F1F1> #amsterdamcity… https://t.co/NVKcMnqpGo",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
647,5,Centrum-West,"This city is so beautiful! #Amsterdam #Netherlands #canal @ Amsterdam, Netherlands https://t.co/BYpCA96WBW",2019-06-22,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
648,5,Centrum-West,Dodging boats and ducking bridges in the canals #amsterdam #rowing #canals #row #sport #travel #newsegments #strava… https://t.co/8iX8lFgOda,2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
649,5,Centrum-West,"#Amsterdam in #summer #Netherlands @ Amsterdam, Netherlands https://t.co/Chg4Zq16pz",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
650,5,Centrum-West,"The best part of my journey is when you two come to my life.

#netherlands<U+0001F1F3><U+0001F1F1> #amsterdam @ Amsterdam, Netherlands https://t.co/EsflcrcILy",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
651,5,Centrum-West,"Being happy never goes out of style<U+0001F601><U+0001F609>
.
.
.
.
.
.
.
.
.
.
#model #legs #black #tour #tourist #happy #amsterdam… https://t.co/SBrpmsZxQH",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
652,5,Centrum-West,"Its not a camera distortion, the building is actually tilted!

#amsterdam #netherlands #europe #tiltedtowers #canal… https://t.co/kKrMTe6dND",2019-06-23,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
653,5,Centrum-West,"#Amsterdam feelings <U+0001F49C> what a charming city!! #travel #trip #europe #netherlands #travellover #summer @ Amsterdam, N… https://t.co/HwVYuy8khl",2019-06-24,tourist,4.9001,52.3777,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
739,17,Bos en Lommer,"The mandatory bridge pic in Amsterdam <U+0001F1F3><U+0001F1F1>
#amsterdam #bridge #ninebridge #weekend #getaway #holidayfun #travel #trip… https://t.co/gIWO2utRvr",2019-06-16,tourist,4.8557071,52.38226084,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
740,17,Bos en Lommer,"Flying visit to fabulous, vibrant Amsterdam #bicycles #amsterdam #dutch #netherlands @ Amsterdam Netherland https://t.co/1YcrI9tG0P",2019-06-18,tourist,4.8557071,52.38226084,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
741,17,Bos en Lommer,NETHERLANDS This week my series OBIA on #maroon communities of #surinam and #frenchguiana is published in… https://t.co/qGzXt91GES,2019-06-20,non-tourist,4.8557071,52.38226084,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
772,3,Oud-Noord,I AM STERDAM! #iamsterdam #amsterdam #netherlands em A'DAM Lookout https://t.co/NILmt2wnNk,2019-06-19,tourist,4.90288,52.38421,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
780,5,Centrum-West,"Last day in Amsterdam and we got the best seats in the cutest garden cafe. 

#ladieswholunch #gardencafe… https://t.co/dYCQbMxYl2",2019-06-24,tourist,4.8926232,52.3873671,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
800,3,Oud-Noord,"Crushing euro lagers in the red light district. Life is good. #3G4D
• • •
#threeguysfourdrinks #beer #beerreview… https://t.co/yT5kU8yHH8",2019-06-22,tourist,4.88981758,52.40077742,netherlands,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
184,7,Centrum-Oost,"Night walks through #Amsterdam streets.

#night #pixel3 #photography #Travel @ Amsterdam  Canals https://t.co/roKEwDPCwW",2019-06-18,tourist,4.88703,52.36076,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
245,16,De Baarsjes - Oud-West,"DAY 2! Let’s go!
Stop by at our stocksale today to buy some art and get a cold beer at our sunny garden<U+2600><U+FE0F>
.
Kanaals… https://t.co/kKwxFugDYI",2019-06-23,tourist,4.86666667,52.36666667,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
251,7,Centrum-Oost,Love this shot by @kimfeenstra #ballerina #maiamakhateli #photography #kimfeenstra @ Nationale Opera &amp; Ballet https://t.co/YWnLKYFjA2,2019-06-17,tourist,4.90130879,52.36729598,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
263,5,Centrum-West,#ojink #beach #sunset #tropical #island #paradise #adventure #photography #lifestyle @ Whore Island https://t.co/5UtFSCEUrX,2019-06-22,tourist,4.88591,52.36886,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
428,5,Centrum-West,#earlybird #morningrun #runningamsterdam #runningaround #runner #instarunner #instarunners #running… https://t.co/Xm7Pxr7NfX,2019-06-18,non-tourist,4.8987884,52.37697431,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
654,5,Centrum-West,"DM TO BUY <U+0001F525> BEATS
———————————
#rapmusic #like #musica #photography #youtube #musically #bhfyp #unsignedartist… https://t.co/H1JDww7SKe",2019-06-18,non-tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
655,5,Centrum-West,"When there is more than just drama in the skies from AM to PM. Shot on Nikon D7000 nikonnl <U+0001F4F8>
.
.
.
.
.
#photography… https://t.co/KuQ9R3sxEy",2019-06-20,tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
656,5,Centrum-West,"Almost 2 years ago<U+0001F1F3><U+0001F1F1>
•10 agosto 2017•
.
.
.
#amsterdam #netherlands #olanda #holanda #holland #thenetherlands #city… https://t.co/eANwYdK53X",2019-06-21,tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
657,5,Centrum-West,"Its not a camera distortion, the building is actually tilted!

#amsterdam #netherlands #europe #tiltedtowers #canal… https://t.co/kKrMTe6dND",2019-06-23,tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
658,5,Centrum-West,#amsterdam #amsterdamcity #amsterdamcanals #boat #tourism #amsterdamcanaltour #water #photo #photography… https://t.co/vWUtWxpmAp,2019-06-24,non-tourist,4.9001,52.3777,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
742,17,Bos en Lommer,"Necesito un vuelo ya <U+2708><U+FE0F>
.
.
.
#volar #fly #palmundo #viajesderosi #molinos #travelers #amsterdam #melena #verde… https://t.co/CPL8Wrr5Ue",2019-06-18,tourist,4.8557071,52.38226084,photography,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
360,5,Centrum-West,<U+0001F4CD>Once again <U+0001F6B6><U+0001F3FE><U+200D><U+2642><U+FE0F> #redlightdistrict <U+0001F6A8> #amsterdam<U+0001F1F3><U+0001F1F1> #holland #neatherlands #tnspr #teamnosleep<U+0001F6AB>pr #traveler… https://t.co/NBnnQ4PUld,2019-06-20,non-tourist,4.89352934,52.37314962,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
373,5,Centrum-West,"#amsterdam #vibes .... <U+2764><U+FE0F><U+0001F1F3><U+0001F1F1><U+2615><U+FE0F><U+0001F30D><U+270C><U+0001F3FC>

#holiday #netherlands #design #redlightdistrict #europeanstyle #coffee #igers… https://t.co/oJpqgpHSmB",2019-06-24,tourist,4.89616871,52.37402065,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
659,5,Centrum-West,"#amsterdam by night #redlightdistrict #beautiful #night #gay #instagay @ Amsterdam, Netherlands https://t.co/aPY6JOj9yn",2019-06-15,tourist,4.9001,52.3777,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
660,5,Centrum-West,"#RedLightDistrict <U+0001F440> @ Amsterdam, Netherlands https://t.co/e4qpR3dgoD",2019-06-24,tourist,4.9001,52.3777,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
801,3,Oud-Noord,"Crushing euro lagers in the red light district. Life is good. #3G4D
• • •
#threeguysfourdrinks #beer #beerreview… https://t.co/yT5kU8yHH8",2019-06-22,tourist,4.88981758,52.40077742,redlightdistrict,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
125,14,Zuid,Wat is #amsterdam toch #mooi s'morgens vroeg. #museumplein #rijksmuseum #zuiderbad #lichten aan #zwemmen maar… https://t.co/KgeOw9oXQ7,2019-06-18,tourist,4.88583333,52.35833333,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
126,14,Zuid,Wat is #amsterdam toch #mooi s'morgens vroeg. #museumplein #rijksmuseum #zuiderbad #lichten aan #zwemmen maar… https://t.co/KgeOw9oXQ7,2019-06-18,tourist,4.88583333,52.35833333,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
155,14,Zuid,A beautiful day in Amsterdam with a visit to the #rijksmuseum and a walk around the down celebrating my hubby on th… https://t.co/2Plt2msvVZ,2019-06-16,tourist,4.88538,52.35995,rijksmuseum,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
